date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2021-09-10,18,9,0.0,10.2,3,22,08:54 AM,09:11 PM,05:49 AM,05:58 PM,9,12,12,12,9,43,82,0.9,1017,18,10,124,5,bogota
2021-09-11,18,9,0.0,8.8,3,30,09:49 AM,10:03 PM,05:48 AM,05:57 PM,9,12,12,12,9,65,84,1.5,1018,18,9,131,6,bogota
2021-09-12,20,9,0.0,10.2,4,37,10:46 AM,10:58 PM,05:48 AM,05:57 PM,9,13,13,13,10,38,77,0.5,1017,20,10,139,6,bogota
2021-09-13,20,8,0.0,10.2,4,45,11:46 AM,11:56 PM,05:48 AM,05:57 PM,8,13,13,13,9,40,76,0.3,1018,20,10,126,6,bogota
2021-09-14,20,6,0.0,10.2,4,52,12:46 PM,No moonset,05:48 AM,05:56 PM,8,12,13,12,9,33,75,0.6,1017,20,10,142,5,bogota
2021-09-15,19,7,0.0,10.2,3,60,01:47 PM,12:57 AM,05:47 AM,05:56 PM,8,12,12,12,10,41,78,0.4,1017,19,10,139,6,bogota
2021-09-16,19,7,0.0,8.8,3,67,02:44 PM,01:57 AM,05:47 AM,05:55 PM,9,12,12,12,11,58,80,0.8,1019,19,10,118,7,bogota
2021-09-17,21,7,0.0,10.2,4,75,03:39 PM,02:55 AM,05:47 AM,05:55 PM,8,12,13,12,11,42,74,0.2,1019,21,10,124,7,bogota
2021-09-18,20,8,0.0,11.6,4,82,04:28 PM,03:50 AM,05:47 AM,05:54 PM,8,13,13,13,9,27,75,0.9,1017,20,10,134,6,bogota
2021-09-19,19,9,0.0,10.2,3,90,05:14 PM,04:41 AM,05:47 AM,05:54 PM,10,13,13,13,9,46,82,1.2,1016,19,10,144,5,bogota
2021-09-20,19,8,0.0,8.8,4,97,05:57 PM,05:30 AM,05:46 AM,05:53 PM,10,13,13,13,9,46,81,1.4,1016,19,10,138,5,bogota
2021-09-21,19,9,0.0,10.2,4,100,06:38 PM,06:15 AM,05:46 AM,05:53 PM,10,13,13,13,9,54,83,1.4,1016,19,10,140,5,bogota
2021-09-22,18,10,0.0,7.4,3,87,07:19 PM,07:00 AM,05:46 AM,05:52 PM,11,13,13,13,7,71,86,1.4,1016,18,10,139,5,bogota
2021-09-23,18,10,0.0,7.4,3,80,08:00 PM,07:44 AM,05:46 AM,05:52 PM,10,13,13,13,6,67,85,0.7,1016,18,10,124,4,bogota
2021-09-24,15,10,0.0,11.6,3,72,08:41 PM,08:28 AM,05:45 AM,05:51 PM,10,12,12,12,6,55,89,1.7,1018,15,8,133,4,bogota
2021-09-25,16,10,0.0,7.4,3,65,09:25 PM,09:14 AM,05:45 AM,05:51 PM,10,11,12,11,8,71,88,1.3,1019,16,9,121,6,bogota
2021-09-26,21,7,0.0,11.6,4,57,10:10 PM,10:01 AM,05:45 AM,05:50 PM,8,13,14,13,10,23,71,0.3,1018,21,10,125,6,bogota
2021-09-27,22,8,0.0,11.6,4,50,10:59 PM,10:50 AM,05:45 AM,05:50 PM,7,13,14,13,10,19,69,0.2,1018,22,10,137,6,bogota
2021-09-28,22,7,0.0,10.2,4,42,11:49 PM,11:41 AM,05:45 AM,05:50 PM,8,13,13,13,8,34,73,1.0,1017,22,10,149,5,bogota
2021-09-29,18,8,0.0,8.8,3,35,No moonrise,12:32 PM,05:44 AM,05:49 PM,10,13,13,13,7,44,84,1.9,1016,18,10,136,4,bogota
2021-09-30,18,10,0.0,7.4,3,27,12:41 AM,01:24 PM,05:44 AM,05:49 PM,11,13,13,13,6,55,86,2.1,1015,18,10,143,4,bogota
2021-10-01,20,8,0.0,10.2,4,26,01:34 AM,02:14 PM,05:44 AM,05:48 PM,9,13,13,13,8,43,81,0.4,1015,20,10,154,5,bogota
2021-10-02,19,9,0.0,8.8,4,19,02:25 AM,03:03 PM,05:44 AM,05:48 PM,10,13,13,13,8,52,82,1.5,1015,19,10,143,4,bogota
2021-10-03,19,9,0.0,8.8,3,12,03:18 AM,03:51 PM,05:44 AM,05:47 PM,10,13,13,13,8,53,85,1.7,1014,19,10,156,5,bogota
2021-10-04,19,9,0.0,8.8,4,4,04:08 AM,04:38 PM,05:43 AM,05:47 PM,10,13,13,13,8,55,85,2.0,1014,19,10,146,5,bogota
2021-10-05,19,8,0.0,10.2,4,0,04:59 AM,05:25 PM,05:43 AM,05:46 PM,9,13,13,13,9,48,81,0.9,1015,19,10,134,5,bogota
2021-10-06,17,9,0.0,10.2,3,0,05:51 AM,06:12 PM,05:43 AM,05:46 PM,10,12,12,12,8,59,86,0.7,1015,17,10,110,5,bogota
2021-10-07,20,8,0.0,8.8,4,3,06:43 AM,07:02 PM,05:43 AM,05:46 PM,9,12,13,12,11,53,79,1.2,1015,20,10,132,6,bogota
2021-10-08,17,10,0.0,8.8,3,10,07:39 AM,07:55 PM,05:43 AM,05:45 PM,11,13,13,13,5,68,86,1.3,1015,17,10,119,3,bogota
2021-10-09,18,8,0.0,8.8,3,17,08:37 AM,08:50 PM,05:43 AM,05:45 PM,10,12,12,12,7,53,87,2.0,1015,18,10,145,4,bogota
2021-10-10,19,9,0.0,8.8,4,25,09:38 AM,09:50 PM,05:42 AM,05:45 PM,10,13,13,13,6,48,85,1.3,1015,19,10,145,4,bogota
2021-10-11,18,8,0.0,8.8,3,32,10:40 AM,10:51 PM,05:42 AM,05:44 PM,10,13,13,13,7,48,84,0.9,1016,18,10,140,4,bogota
2021-10-12,19,10,0.0,10.2,4,39,11:42 AM,11:52 PM,05:42 AM,05:44 PM,11,14,13,14,6,57,84,1.3,1016,19,10,137,4,bogota
2021-10-13,20,9,0.0,8.8,4,46,12:40 PM,No moonset,05:42 AM,05:43 PM,10,14,14,14,6,50,82,2.3,1016,20,10,146,3,bogota
2021-10-14,20,9,0.0,8.8,4,54,01:36 PM,12:51 AM,05:42 AM,05:43 PM,11,14,14,14,8,51,84,2.7,1015,20,10,161,4,bogota
2021-10-15,19,9,0.0,6.0,4,61,02:25 PM,01:46 AM,05:42 AM,05:43 PM,10,13,13,13,6,70,85,2.3,1016,19,10,138,3,bogota
2021-10-16,17,10,0.0,10.2,3,68,03:12 PM,02:37 AM,05:42 AM,05:42 PM,10,13,13,13,8,59,87,1.6,1017,17,10,124,4,bogota
2021-10-17,17,10,0.0,7.4,3,76,03:55 PM,03:26 AM,05:42 AM,05:42 PM,11,13,13,13,6,64,87,2.3,1017,17,10,117,4,bogota
2021-10-18,19,8,0.0,10.2,3,83,04:36 PM,04:11 AM,05:42 AM,05:42 PM,9,13,13,13,8,45,81,0.7,1016,19,10,146,5,bogota
2021-10-19,21,7,0.0,11.6,4,90,05:16 PM,04:56 AM,05:41 AM,05:41 PM,8,12,13,12,7,24,75,0.5,1017,21,10,166,4,bogota
2021-10-20,18,10,0.0,7.4,3,97,05:56 PM,05:40 AM,05:41 AM,05:41 PM,10,13,13,13,6,74,87,1.8,1017,18,9,151,4,bogota
2021-10-21,19,7,0.0,10.2,3,100,06:37 PM,06:24 AM,05:41 AM,05:41 PM,9,12,12,12,7,46,85,1.3,1017,19,10,155,4,bogota
2021-10-22,16,9,0.0,7.4,3,88,07:20 PM,07:09 AM,05:41 AM,05:41 PM,11,12,12,12,3,59,91,2.8,1016,16,9,232,2,bogota
2021-10-23,17,9,0.0,7.4,3,81,08:05 PM,07:56 AM,05:41 AM,05:40 PM,11,13,13,13,5,65,89,2.7,1016,17,9,156,3,bogota
2021-10-24,20,7,0.0,10.2,3,74,08:52 PM,08:44 AM,05:41 AM,05:40 PM,10,13,13,13,7,56,85,2.0,1016,20,10,165,5,bogota
2021-10-25,19,8,0.0,8.8,3,66,09:42 PM,09:34 AM,05:41 AM,05:40 PM,11,13,13,13,6,49,88,1.0,1017,19,8,154,4,bogota
2021-10-26,18,10,0.0,8.8,3,59,10:32 PM,10:24 AM,05:41 AM,05:40 PM,11,13,13,13,5,65,90,5.5,1016,18,9,180,3,bogota
2021-10-27,14,10,0.0,7.4,3,52,11:24 PM,11:15 AM,05:41 AM,05:40 PM,10,12,11,12,5,64,92,2.6,1017,14,7,150,3,bogota
2021-10-28,15,9,0.0,8.8,3,44,No moonrise,12:05 PM,05:41 AM,05:39 PM,10,11,11,11,4,70,94,2.3,1018,15,7,123,2,bogota
2021-10-29,19,9,0.0,8.8,3,37,12:15 AM,12:54 PM,05:41 AM,05:39 PM,11,13,13,13,6,53,87,4.3,1016,19,10,164,4,bogota
2021-10-30,16,9,0.0,8.8,3,30,01:06 AM,01:41 PM,05:41 AM,05:39 PM,11,12,12,12,5,65,92,2.6,1016,16,8,166,3,bogota
2021-10-31,15,9,0.0,6.0,3,26,01:56 AM,02:27 PM,05:41 AM,05:39 PM,10,12,12,12,4,74,92,4.4,1017,15,8,216,2,bogota
2021-11-01,18,9,0.0,10.2,3,8,02:46 AM,03:13 PM,05:42 AM,05:39 PM,10,12,12,12,6,56,88,0.9,1017,18,6,148,4,bogota
2021-11-02,15,9,0.0,7.4,3,1,03:36 AM,04:00 PM,05:42 AM,05:39 PM,10,11,11,11,3,63,94,1.1,1017,15,7,172,2,bogota
2021-11-03,17,8,0.0,8.8,3,0,04:28 AM,04:48 PM,05:42 AM,05:39 PM,11,12,12,12,5,62,89,2.3,1015,17,8,198,3,bogota
2021-11-04,16,9,0.0,7.4,3,0,05:22 AM,05:40 PM,05:42 AM,05:38 PM,11,12,12,12,6,67,92,4.4,1016,16,9,147,3,bogota
2021-11-05,19,9,0.0,10.2,3,0,06:20 AM,06:35 PM,05:42 AM,05:38 PM,11,13,13,13,7,58,88,1.9,1015,19,8,150,4,bogota
2021-11-06,21,7,0.0,11.6,3,6,07:22 AM,07:36 PM,05:42 AM,05:38 PM,8,12,13,12,9,27,79,0.3,1016,21,10,136,5,bogota
2021-11-07,20,6,0.0,11.6,3,14,08:26 AM,08:38 PM,05:42 AM,05:38 PM,9,12,12,12,7,38,82,0.8,1016,20,10,163,4,bogota
2021-11-08,21,7,0.0,8.8,3,22,09:31 AM,09:42 PM,05:42 AM,05:38 PM,10,13,13,13,6,55,85,1.6,1016,21,9,164,4,bogota
2021-11-09,19,9,0.0,8.8,3,29,10:33 AM,10:44 PM,05:43 AM,05:38 PM,11,13,13,13,6,62,88,2.2,1016,19,8,150,4,bogota
2021-11-10,18,9,0.0,7.4,3,37,11:31 AM,11:42 PM,05:43 AM,05:38 PM,11,13,13,13,6,73,89,4.2,1015,18,8,173,4,bogota
2021-11-11,17,11,0.0,7.4,3,44,12:23 PM,No moonset,05:43 AM,05:38 PM,11,13,13,13,5,73,91,1.8,1016,17,7,145,3,bogota
2021-11-12,20,9,0.0,10.2,4,52,01:11 PM,12:35 AM,05:43 AM,05:38 PM,10,13,13,13,7,48,84,0.7,1015,20,7,182,5,bogota
2021-11-13,18,11,0.0,7.4,3,59,01:55 PM,01:25 AM,05:43 AM,05:38 PM,12,13,13,13,4,69,91,3.3,1015,18,8,204,2,bogota
2021-11-14,19,10,0.0,6.0,3,67,02:36 PM,02:10 AM,05:44 AM,05:39 PM,12,14,14,14,4,72,89,2.8,1015,19,9,191,3,bogota
2021-11-15,20,9,0.0,8.8,4,74,03:16 PM,02:55 AM,05:44 AM,05:39 PM,11,14,14,14,6,56,86,2.6,1015,20,10,172,4,bogota
2021-11-16,21,10,0.0,8.8,4,82,03:56 PM,03:38 AM,05:44 AM,05:39 PM,11,14,14,14,5,63,86,1.2,1014,21,8,149,3,bogota
2021-11-17,21,9,0.0,10.2,4,89,04:35 PM,04:21 AM,05:44 AM,05:39 PM,10,13,14,13,7,43,85,0.6,1015,21,9,227,5,bogota
2021-11-18,21,8,0.0,10.2,4,97,05:18 PM,05:06 AM,05:45 AM,05:39 PM,10,13,13,13,7,49,82,1.1,1015,21,8,160,5,bogota
2021-11-19,19,7,0.0,11.6,3,100,06:01 PM,05:52 AM,05:45 AM,05:39 PM,9,12,12,12,8,36,83,0.9,1015,19,10,176,5,bogota
2021-11-20,19,9,0.0,8.8,3,88,06:48 PM,06:39 AM,05:45 AM,05:39 PM,10,13,13,13,5,51,86,2.3,1015,19,10,134,3,bogota
2021-11-21,19,9,0.0,10.2,3,80,07:37 PM,07:29 AM,05:46 AM,05:39 PM,11,13,13,13,5,58,88,1.7,1015,19,8,156,3,bogota
2021-11-22,17,10,0.0,7.4,3,73,08:27 PM,08:19 AM,05:46 AM,05:40 PM,11,13,13,13,5,63,90,2.6,1015,17,9,154,3,bogota
2021-11-23,17,11,0.0,7.4,3,65,09:18 PM,09:10 AM,05:46 AM,05:40 PM,12,13,13,13,4,68,93,6.1,1015,17,9,195,3,bogota
2021-11-24,16,10,0.0,8.8,3,58,10:09 PM,10:00 AM,05:47 AM,05:40 PM,11,13,12,13,3,62,92,2.4,1016,16,7,136,2,bogota
2021-11-25,17,11,0.0,7.4,3,50,10:59 PM,10:48 AM,05:47 AM,05:40 PM,12,13,13,13,4,77,94,6.6,1016,17,9,203,3,bogota
2021-11-26,18,9,0.0,7.4,3,43,11:48 PM,11:35 AM,05:47 AM,05:41 PM,11,13,13,13,5,70,91,4.5,1015,18,8,156,3,bogota
2021-11-27,15,11,0.0,8.8,3,35,No moonrise,12:20 PM,05:48 AM,05:41 PM,11,13,13,13,3,62,93,9.9,1016,15,9,144,2,bogota
2021-11-28,17,11,0.0,6.0,3,28,12:36 AM,01:04 PM,05:48 AM,05:41 PM,12,14,13,14,3,69,90,10.8,1016,17,9,162,2,bogota
2021-11-29,19,8,0.0,8.8,3,20,01:24 AM,01:49 PM,05:49 AM,05:41 PM,11,13,13,13,8,61,87,2.2,1015,19,10,136,4,bogota
2021-11-30,17,8,0.0,10.2,3,12,02:13 AM,02:34 PM,05:49 AM,05:42 PM,10,12,13,12,8,60,87,2.1,1015,17,10,134,4,bogota
2021-12-01,21,7,0.0,11.6,3,12,03:05 AM,03:23 PM,05:49 AM,05:42 PM,9,12,13,12,8,49,83,0.7,1016,21,10,146,5,bogota
2021-12-02,20,7,0.0,10.2,3,5,04:00 AM,04:16 PM,05:50 AM,05:42 PM,10,13,13,13,7,51,85,1.4,1016,20,10,165,4,bogota
2021-12-03,22,8,0.0,10.2,4,0,04:59 AM,05:14 PM,05:50 AM,05:43 PM,10,13,13,13,8,50,83,1.2,1014,22,10,145,5,bogota
2021-12-04,21,8,0.0,10.2,3,0,06:03 AM,06:17 PM,05:51 AM,05:43 PM,10,12,13,12,9,48,83,1.1,1015,21,9,143,5,bogota
2021-12-05,21,7,0.0,10.2,4,2,07:10 AM,07:23 PM,05:51 AM,05:43 PM,10,13,14,13,10,41,82,0.8,1016,21,10,139,6,bogota
2021-12-06,21,8,0.0,10.2,4,10,08:15 AM,08:28 PM,05:52 AM,05:44 PM,10,13,13,13,8,41,82,0.8,1016,21,10,155,5,bogota
2021-12-07,22,8,0.0,10.2,4,17,09:18 AM,09:30 PM,05:52 AM,05:44 PM,10,13,14,13,9,49,82,0.4,1015,22,9,155,6,bogota
2021-12-08,22,7,0.0,10.2,4,24,10:15 AM,10:27 PM,05:53 AM,05:45 PM,9,13,13,13,10,44,80,0.7,1016,22,10,134,6,bogota
2021-12-09,20,9,0.0,8.8,4,31,11:07 AM,11:20 PM,05:53 AM,05:45 PM,12,14,14,14,6,62,87,2.0,1015,20,9,135,4,bogota
2021-12-10,21,10,0.0,10.2,4,39,11:53 AM,No moonset,05:54 AM,05:45 PM,12,15,15,15,5,45,86,1.1,1014,21,8,163,4,bogota
2021-12-11,20,9,0.0,10.2,4,46,12:35 PM,12:08 AM,05:54 AM,05:46 PM,11,14,14,14,8,52,85,0.9,1013,20,7,173,5,bogota
2021-12-12,19,8,0.0,10.2,4,53,01:16 PM,12:53 AM,05:54 AM,05:46 PM,10,13,13,13,10,48,82,0.4,1015,19,8,174,7,bogota
2021-12-13,21,5,0.0,11.6,4,61,01:56 PM,01:37 AM,05:55 AM,05:47 PM,8,13,13,13,9,28,76,0.4,1016,21,10,196,6,bogota
2021-12-14,19,11,0.0,6.0,4,68,02:35 PM,02:20 AM,05:55 AM,05:47 PM,12,14,14,14,4,73,88,1.6,1015,19,8,215,3,bogota
2021-12-15,20,9,0.0,10.2,4,75,03:16 PM,03:04 AM,05:56 AM,05:48 PM,12,14,14,14,4,62,88,2.1,1014,20,8,257,3,bogota
2021-12-16,19,11,0.0,6.0,4,82,03:59 PM,03:49 AM,05:56 AM,05:48 PM,12,14,14,14,4,72,89,1.5,1013,19,7,177,3,bogota
2021-12-17,21,8,0.0,10.2,4,90,04:45 PM,04:35 AM,05:57 AM,05:49 PM,11,13,14,13,8,54,85,1.7,1014,21,10,155,5,bogota
2021-12-18,20,10,0.0,7.4,4,97,05:33 PM,05:25 AM,05:57 AM,05:49 PM,12,14,14,14,4,69,89,2.6,1015,20,8,178,3,bogota
2021-12-19,18,10,0.0,7.4,4,100,06:23 PM,06:15 AM,05:58 AM,05:50 PM,12,14,14,14,4,71,90,1.8,1015,18,7,173,3,bogota
2021-12-20,20,12,0.0,6.0,4,89,07:14 PM,07:06 AM,05:58 AM,05:50 PM,13,15,15,15,4,81,90,2.1,1014,20,7,235,3,bogota
2021-12-21,18,11,0.0,6.0,4,81,08:05 PM,07:56 AM,05:59 AM,05:51 PM,12,14,14,14,4,73,89,1.5,1014,18,9,185,3,bogota
2021-12-22,20,10,0.0,8.8,4,74,08:55 PM,08:45 AM,05:59 AM,05:51 PM,12,14,14,14,6,60,87,1.3,1015,20,8,240,4,bogota
2021-12-23,20,9,0.0,11.5,4,67,09:44 PM,09:32 AM,06:00 AM,05:52 PM,12,14,14,14,5,43,85,0.4,1016,20,8,200,4,bogota
2021-12-24,20,12,0.0,10.1,4,59,10:31 PM,10:17 AM,06:00 AM,05:52 PM,12,15,15,15,5,38,85,0.4,1016,20,9,259,4,bogota
2021-12-25,18,10,0.0,4.3,4,52,11:18 PM,11:00 AM,06:01 AM,05:53 PM,13,14,14,14,3,77,89,1.5,1015,18,7,200,2,bogota
2021-12-26,19,11,0.0,5.8,4,45,No moonrise,11:44 AM,06:01 AM,05:53 PM,12,14,14,14,4,76,88,3.2,1015,19,10,154,3,bogota
2021-12-27,16,11,0.0,4.3,3,38,12:05 AM,12:26 PM,06:02 AM,05:54 PM,12,14,14,14,3,73,93,3.9,1016,16,10,164,2,bogota
2021-12-28,18,10,0.0,5.8,3,30,12:54 AM,01:12 PM,06:02 AM,05:54 PM,12,14,13,14,3,66,90,3.7,1015,18,7,150,2,bogota
2021-12-29,19,10,0.0,5.8,4,23,01:45 AM,02:01 PM,06:03 AM,05:55 PM,12,14,14,14,5,69,85,2.4,1015,19,10,167,3,bogota
2021-12-30,20,9,0.0,7.2,3,16,02:40 AM,02:55 PM,06:03 AM,05:55 PM,11,14,14,14,6,51,86,1.5,1015,20,10,151,4,bogota
2021-12-31,17,11,0.0,5.8,3,12,03:40 AM,03:54 PM,06:04 AM,05:56 PM,12,14,14,14,3,64,91,2.5,1015,17,8,167,2,bogota
